"",gene_set,over_represented_pvalue,under_represented_pvalue,numSIGInCat,numInCat,SIGgene_ensembl,SIGgene_symbol,All_gene_ensembl,All_gene_symbol,Ave_value_all_gene
"24",GO_NEGATIVE_REGULATION_OF_BLOOD_PRESSURE,0.0501606757967121,0.983738912742591,7,20,ENSG00000089820|ENSG00000125863|ENSG00000131979|ENSG00000137509|ENSG00000176393|ENSG00000186951|ENSG00000204217,ARHGAP4|MKKS|GCH1|PRCP|RNPEP|PPARA|BMPR2,ENSG00000047457|ENSG00000089006|ENSG00000089820|ENSG00000112096|ENSG00000121064|ENSG00000125863|ENSG00000131979|ENSG00000137509|ENSG00000138798|ENSG00000139687|ENSG00000140463|ENSG00000164867|ENSG00000167721|ENSG00000169083|ENSG00000176393|ENSG00000183044|ENSG00000184719|ENSG00000186951|ENSG00000196689|ENSG00000204217,CP|SNX5|ARHGAP4|SOD2|SCPEP1|MKKS|GCH1|PRCP|EGF|RB1|BBS4|NOS3|TSR1|AR|RNPEP|ABAT|RNLS|PPARA|TRPV1|BMPR2,4.9
"25",GO_NUCLEOTIDE_SALVAGE,0.0518887423819462,0.984781609973521,6,17,ENSG00000062485|ENSG00000116337|ENSG00000156110|ENSG00000157353|ENSG00000165704|ENSG00000198931,CS|AMPD2|ADK|FCSK|HPRT1|APRT,ENSG00000062485|ENSG00000103653|ENSG00000111906|ENSG00000116337|ENSG00000130717|ENSG00000132437|ENSG00000133116|ENSG00000143179|ENSG00000147813|ENSG00000156110|ENSG00000157353|ENSG00000165704|ENSG00000166278|ENSG00000183696|ENSG00000196839|ENSG00000198276|ENSG00000198931,CS|CSK|HDDC2|AMPD2|UCK1|DDC|KL|UCK2|NAPRT|ADK|FCSK|HPRT1|C2|UPP1|ADA|UCKL1|APRT,4.70588235294118
"26",GO_PRE_MRNA_BINDING,0.0521463453139971,0.97649226688512,12,40,ENSG00000011304|ENSG00000063244|ENSG00000108654|ENSG00000124193|ENSG00000136527|ENSG00000139546|ENSG00000149187|ENSG00000161265|ENSG00000164609|ENSG00000168066|ENSG00000173933|ENSG00000185946,PTBP1|U2AF2|DDX5|SRSF6|TRA2B|TARBP2|CELF1|U2AF1L4|SLU7|SF1|RBM4|RNPC3,ENSG00000011304|ENSG00000063244|ENSG00000086589|ENSG00000089682|ENSG00000100393|ENSG00000102034|ENSG00000104626|ENSG00000104824|ENSG00000108654|ENSG00000109381|ENSG00000117360|ENSG00000120690|ENSG00000122566|ENSG00000124193|ENSG00000124562|ENSG00000135374|ENSG00000135486|ENSG00000135838|ENSG00000136527|ENSG00000139546|ENSG00000149187|ENSG00000153187|ENSG00000160201|ENSG00000161265|ENSG00000163435|ENSG00000163950|ENSG00000164609|ENSG00000168066|ENSG00000169083|ENSG00000169249|ENSG00000170835|ENSG00000173599|ENSG00000173933|ENSG00000174231|ENSG00000175324|ENSG00000185010|ENSG00000185246|ENSG00000185946|ENSG00000198734|ENSG00000228775,PTBP1|U2AF2|RBM22|RBM41|EP300|ELF4|ERI1|HNRNPL|DDX5|ELF2|PRPF3|ELF1|HNRNPA2B1|SRSF6|SNRPC|ELF5|HNRNPA1|NPL|TRA2B|TARBP2|CELF1|HNRNPU|U2AF1|U2AF1L4|ELF3|SLBP|SLU7|SF1|AR|ZRSR2|CEL|PC|RBM4|PRPF8|LSM1|F8|PRPF39|RNPC3|F5|WEE2-AS1,5.225
"27",GO_SMALL_RIBOSOMAL_SUBUNIT_RRNA_BINDING,0.0523113227584265,0.985517476168552,6,14,ENSG00000096080|ENSG00000099622|ENSG00000102317|ENSG00000163319|ENSG00000181991|ENSG00000243927,MRPS18A|CIRBP|RBM3|MRPS18C|MRPS11|MRPS6,ENSG00000096080|ENSG00000099622|ENSG00000102317|ENSG00000110700|ENSG00000117481|ENSG00000137154|ENSG00000142534|ENSG00000147679|ENSG00000149273|ENSG00000163319|ENSG00000164587|ENSG00000181991|ENSG00000231500|ENSG00000243927,MRPS18A|CIRBP|RBM3|RPS13|NSUN4|RPS6|RPS11|UTP23|RPS3|MRPS18C|RPS14|MRPS11|RPS18|MRPS6,6.57142857142857
"28",GO_NEGATIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION,0.0529160691689123,0.981973993787651,7,24,ENSG00000108590|ENSG00000135336|ENSG00000164751|ENSG00000164938|ENSG00000176046|ENSG00000178685|ENSG00000213930,MED31|ORC3|PEX2|TP53INP1|NUPR1|PARP10|GALT,ENSG00000027847|ENSG00000087088|ENSG00000097046|ENSG00000102119|ENSG00000108590|ENSG00000110171|ENSG00000119401|ENSG00000134371|ENSG00000135336|ENSG00000136848|ENSG00000141510|ENSG00000143799|ENSG00000151876|ENSG00000153071|ENSG00000159256|ENSG00000164751|ENSG00000164938|ENSG00000167996|ENSG00000169083|ENSG00000176046|ENSG00000177425|ENSG00000178685|ENSG00000196712|ENSG00000213930,B4GALT7|BAX|CDC7|EMD|MED31|TRIM3|TRIM32|CDC73|ORC3|DAB2IP|TP53|PARP1|FBXO4|DAB2|MORC3|PEX2|TP53INP1|FTH1|AR|NUPR1|PAWR|PARP10|NF1|GALT,4.54166666666667
"29",GO_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME,0.054598329486731,0.968007648871065,23,93,ENSG00000011304|ENSG00000037897|ENSG00000054118|ENSG00000063244|ENSG00000071626|ENSG00000099622|ENSG00000102317|ENSG00000108654|ENSG00000110713|ENSG00000112081|ENSG00000124193|ENSG00000126653|ENSG00000127804|ENSG00000135250|ENSG00000136527|ENSG00000149187|ENSG00000152601|ENSG00000161547|ENSG00000162775|ENSG00000164548|ENSG00000165119|ENSG00000168066|ENSG00000173933,PTBP1|METTL1|THRAP3|U2AF2|DAZAP1|CIRBP|RBM3|DDX5|NUP98|SRSF3|SRSF6|NSRP1|METTL16|SRPK2|TRA2B|CELF1|MBNL1|SRSF2|RBM15|TRA2A|HNRNPK|SF1|RBM4,ENSG00000003756|ENSG00000011304|ENSG00000037897|ENSG00000048649|ENSG00000054118|ENSG00000061936|ENSG00000063244|ENSG00000070495|ENSG00000071626|ENSG00000075856|ENSG00000076053|ENSG00000076770|ENSG00000079785|ENSG00000083896|ENSG00000096063|ENSG00000099622|ENSG00000100201|ENSG00000100320|ENSG00000100603|ENSG00000100650|ENSG00000102034|ENSG00000102081|ENSG00000102317|ENSG00000104824|ENSG00000104852|ENSG00000105976|ENSG00000108561|ENSG00000108654|ENSG00000109381|ENSG00000110107|ENSG00000110713|ENSG00000112081|ENSG00000113391|ENSG00000114999|ENSG00000115875|ENSG00000116001|ENSG00000116350|ENSG00000117592|ENSG00000119707|ENSG00000120690|ENSG00000121774|ENSG00000122566|ENSG00000122692|ENSG00000122965|ENSG00000124193|ENSG00000126254|ENSG00000126351|ENSG00000126653|ENSG00000127804|ENSG00000131187|ENSG00000131773|ENSG00000134453|ENSG00000135250|ENSG00000135374|ENSG00000135486|ENSG00000135838|ENSG00000136450|ENSG00000136527|ENSG00000136819|ENSG00000136937|ENSG00000137710|ENSG00000139793|ENSG00000140488|ENSG00000146457|ENSG00000147274|ENSG00000149187|ENSG00000152601|ENSG00000153029|ENSG00000153187|ENSG00000153914|ENSG00000157540|ENSG00000159140|ENSG00000161547|ENSG00000162385|ENSG00000162775|ENSG00000163435|ENSG00000164548|ENSG00000165119|ENSG00000166278|ENSG00000167720|ENSG00000168066|ENSG00000169083|ENSG00000170835|ENSG00000173914|ENSG00000173933|ENSG00000182872|ENSG00000185010|ENSG00000185272|ENSG00000188529|ENSG00000198125|ENSG00000198734|ENSG00000205937|ENSG00000213516,RBM5|PTBP1|METTL1|RSF1|THRAP3|SFSWAP|U2AF2|JMJD6|DAZAP1|SART3|RBM7|MBNL3|DDX1|YTHDC1|SRPK1|CIRBP|DDX17|RBFOX2|SNW1|SRSF5|ELF4|FMR1|RBM3|HNRNPL|SNRNP70|MET|C1QBP|DDX5|ELF2|PRPF19|NUP98|SRSF3|FAM172A|TTL|SRSF7|TIA1|SRSF4|PRDX6|RBM25|ELF1|KHDRBS1|HNRNPA2B1|SMU1|RBM19|SRSF6|RBM42|THRA|NSRP1|METTL16|F12|KHDRBS3|RBM17|SRPK2|ELF5|HNRNPA1|NPL|SRSF1|TRA2B|C9orf78|NCBP1|RDX|MBNL2|CELF6|WTAP|RBMX|CELF1|MBNL1|MR1|HNRNPU|SREK1|DYRK1A|SON|SRSF2|MAGOH|RBM15|ELF3|TRA2A|HNRNPK|C2|SRR|SF1|AR|CEL|RBM4B|RBM4|RBM10|F8|RBM11|SRSF10|MB|F5|RNPS1|RBMXL1,4.94623655913979
"30",GO_GTP_METABOLIC_PROCESS,0.0554072674662113,0.98683986450543,5,11,ENSG00000100226|ENSG00000115414|ENSG00000132341|ENSG00000162433|ENSG00000198836,GTPBP1|FN1|RAN|AK4|OPA1,ENSG00000067560|ENSG00000100226|ENSG00000112210|ENSG00000115414|ENSG00000132341|ENSG00000135525|ENSG00000140598|ENSG00000147853|ENSG00000162433|ENSG00000171109|ENSG00000198836,RHOA|GTPBP1|RAB23|FN1|RAN|MAP7|EFL1|AK3|AK4|MFN1|OPA1,5.72727272727273
"31",GO_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY,0.0554841075617436,0.983007921571862,6,19,ENSG00000062485|ENSG00000070404|ENSG00000101665|ENSG00000115170|ENSG00000168066|ENSG00000204217,CS|FSTL3|SMAD7|ACVR1|SF1|BMPR2,ENSG00000042832|ENSG00000062485|ENSG00000070404|ENSG00000088832|ENSG00000101665|ENSG00000102119|ENSG00000106799|ENSG00000115170|ENSG00000118707|ENSG00000122966|ENSG00000133895|ENSG00000135503|ENSG00000139372|ENSG00000147255|ENSG00000166949|ENSG00000168066|ENSG00000168487|ENSG00000175387|ENSG00000204217,TG|CS|FSTL3|FKBP1A|SMAD7|EMD|TGFBR1|ACVR1|TGIF2|CIT|MEN1|ACVR1B|TDG|IGSF1|SMAD3|SF1|BMP1|SMAD2|BMPR2,4.15789473684211
"32",GO_PROTEIN_NEDDYLATION,0.0556110787809102,0.985363273169728,6,12,ENSG00000100387|ENSG00000114125|ENSG00000129559|ENSG00000137692|ENSG00000159593|ENSG00000184182,RBX1|RNF7|NEDD8|DCUN1D5|NAE1|UBE2F,ENSG00000100387|ENSG00000109184|ENSG00000114125|ENSG00000122406|ENSG00000129559|ENSG00000137692|ENSG00000142676|ENSG00000144744|ENSG00000146833|ENSG00000150401|ENSG00000159593|ENSG00000184182,RBX1|DCUN1D4|RNF7|RPL5|NEDD8|DCUN1D5|RPL11|UBA3|TRIM4|DCUN1D2|NAE1|UBE2F,9.91666666666667
"33",GO_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS_VIA_SOMATIC_MUTATION,0.0586150538559406,0.984348373978048,6,12,ENSG00000051341|ENSG00000076242|ENSG00000122512|ENSG00000122678|ENSG00000166169|ENSG00000174371,POLQ|MLH1|PMS2|POLM|POLL|EXO1,ENSG00000051341|ENSG00000070501|ENSG00000076242|ENSG00000076248|ENSG00000095002|ENSG00000101347|ENSG00000116062|ENSG00000122512|ENSG00000122678|ENSG00000127957|ENSG00000166169|ENSG00000174371,POLQ|POLB|MLH1|UNG|MSH2|SAMHD1|MSH6|PMS2|POLM|PMS2P3|POLL|EXO1,9.41666666666667
"34",GO_CARDIOCYTE_DIFFERENTIATION,0.0586552747624521,0.96622311828973,21,86,ENSG00000042088|ENSG00000062485|ENSG00000065559|ENSG00000075223|ENSG00000078018|ENSG00000100211|ENSG00000102882|ENSG00000108773|ENSG00000115170|ENSG00000128309|ENSG00000134775|ENSG00000135111|ENSG00000150593|ENSG00000154556|ENSG00000163110|ENSG00000168214|ENSG00000170776|ENSG00000178971|ENSG00000183091|ENSG00000186951|ENSG00000198563,TDP1|CS|MAP2K4|SEMA3C|MAP2|CBY1|MAPK3|KAT2A|ACVR1|MPST|FHOD3|TBX3|PDCD4|SORBS2|PDLIM5|RBPJ|AKAP13|CTC1|NEB|PPARA|DDX39B,ENSG00000017427|ENSG00000042088|ENSG00000042832|ENSG00000057663|ENSG00000060069|ENSG00000062485|ENSG00000065534|ENSG00000065559|ENSG00000068305|ENSG00000069702|ENSG00000075223|ENSG00000078018|ENSG00000078114|ENSG00000084073|ENSG00000090020|ENSG00000091483|ENSG00000100030|ENSG00000100211|ENSG00000100811|ENSG00000101144|ENSG00000101384|ENSG00000102882|ENSG00000105723|ENSG00000106992|ENSG00000108773|ENSG00000109083|ENSG00000112144|ENSG00000112276|ENSG00000112658|ENSG00000112715|ENSG00000113141|ENSG00000115170|ENSG00000115641|ENSG00000116161|ENSG00000117713|ENSG00000118513|ENSG00000121057|ENSG00000124006|ENSG00000125266|ENSG00000127445|ENSG00000128309|ENSG00000129484|ENSG00000131759|ENSG00000132510|ENSG00000133026|ENSG00000133116|ENSG00000134057|ENSG00000134775|ENSG00000135111|ENSG00000138798|ENSG00000141480|ENSG00000142178|ENSG00000148400|ENSG00000149269|ENSG00000150093|ENSG00000150593|ENSG00000151320|ENSG00000153187|ENSG00000154556|ENSG00000154639|ENSG00000160211|ENSG00000160789|ENSG00000161021|ENSG00000163069|ENSG00000163110|ENSG00000164850|ENSG00000165699|ENSG00000166225|ENSG00000166278|ENSG00000168214|ENSG00000168487|ENSG00000169083|ENSG00000170312|ENSG00000170776|ENSG00000173599|ENSG00000174953|ENSG00000178971|ENSG00000179218|ENSG00000182149|ENSG00000182718|ENSG00000183091|ENSG00000186350|ENSG00000186951|ENSG00000196091|ENSG00000198563|ENSG00000198793,IGF1|TDP1|TG|ATG5|CTDP1|CS|MYLK|MAP2K4|MEF2A|TGFBR3|SEMA3C|MAP2|NEBL|ZMPSTE24|SLC9A1|FH|MAPK1|CBY1|YY1|BMP7|JAG1|MAPK3|GSK3A|AK1|KAT2A|IFT20|ICK|BVES|SRF|VEGFA|IK|ACVR1|FHL2|CACYBP|ARID1A|MYB|AKAP1|OBSL1|EFNB2|PIN1|MPST|PARP2|RARA|KDM6B|MYH10|KL|CCNB1|FHOD3|TBX3|EGF|ARRB2|SIK1|NOTCH1|PAK1|ITGB1|PDCD4|AKAP6|HNRNPU|SORBS2|CXADR|G6PD|LMNA|MAML1|SGCB|PDLIM5|GPER1|TSC1|FRS2|C2|RBPJ|BMP1|AR|CDK1|AKAP13|PC|DHX36|CTC1|CALR|IST1|ANXA2|NEB|RXRA|PPARA|MYBPC1|DDX39B|MTOR,4.87209302325581
"35",GO_H4_HISTONE_ACETYLTRANSFERASE_ACTIVITY,0.0591378886333426,0.978359696856687,8,23,ENSG00000083168|ENSG00000108773|ENSG00000110583|ENSG00000114982|ENSG00000122390|ENSG00000139618|ENSG00000139620|ENSG00000172534,KAT6A|KAT2A|NAA40|KANSL3|NAA60|BRCA2|KANSL2|HCFC1,ENSG00000025293|ENSG00000036672|ENSG00000083168|ENSG00000108773|ENSG00000110583|ENSG00000114982|ENSG00000117697|ENSG00000120071|ENSG00000121579|ENSG00000122390|ENSG00000124422|ENSG00000128708|ENSG00000136504|ENSG00000139618|ENSG00000139620|ENSG00000144445|ENSG00000147162|ENSG00000156650|ENSG00000172534|ENSG00000172977|ENSG00000187778|ENSG00000196363|ENSG00000197724,PHF20|USP2|KAT6A|KAT2A|NAA40|KANSL3|NSL1|KANSL1|NAA50|NAA60|USP22|HAT1|KAT7|BRCA2|KANSL2|KANSL1L|OGT|KAT6B|HCFC1|KAT5|MCRS1|WDR5|PHF2,5.43478260869565
"36",GO_RRNA_CATABOLIC_PROCESS,0.060661106739001,0.980706849268336,7,16,ENSG00000075914|ENSG00000113360|ENSG00000114127|ENSG00000115414|ENSG00000123737|ENSG00000160570|ENSG00000171311,EXOSC7|DROSHA|XRN1|FN1|EXOSC9|DEDD2|EXOSC1,ENSG00000075914|ENSG00000083520|ENSG00000107371|ENSG00000113360|ENSG00000114127|ENSG00000115414|ENSG00000120699|ENSG00000123144|ENSG00000123737|ENSG00000130713|ENSG00000158796|ENSG00000160570|ENSG00000166278|ENSG00000166938|ENSG00000171311|ENSG00000171824,EXOSC7|DIS3|EXOSC3|DROSHA|XRN1|FN1|EXOSC8|TRIR|EXOSC9|EXOSC2|DEDD|DEDD2|C2|DIS3L|EXOSC1|EXOSC10,6.875
"37",GO_MUSCLE_HYPERTROPHY,0.0613972034571381,0.96666862987226,18,62,ENSG00000042088|ENSG00000062485|ENSG00000065559|ENSG00000078018|ENSG00000106462|ENSG00000108010|ENSG00000108509|ENSG00000116285|ENSG00000126581|ENSG00000151239|ENSG00000154556|ENSG00000160191|ENSG00000163110|ENSG00000168066|ENSG00000170776|ENSG00000186951|ENSG00000198563|ENSG00000198626,TDP1|CS|MAP2K4|MAP2|EZH2|GLRX3|CAMTA2|ERRFI1|BECN1|TWF1|SORBS2|PDE9A|PDLIM5|SF1|AKAP13|PPARA|DDX39B|RYR2,ENSG00000008083|ENSG00000017427|ENSG00000042088|ENSG00000048649|ENSG00000058668|ENSG00000060069|ENSG00000062485|ENSG00000065559|ENSG00000066135|ENSG00000067182|ENSG00000068024|ENSG00000068305|ENSG00000078018|ENSG00000090020|ENSG00000100811|ENSG00000105723|ENSG00000105887|ENSG00000106462|ENSG00000106992|ENSG00000108010|ENSG00000108509|ENSG00000115738|ENSG00000116285|ENSG00000121057|ENSG00000126581|ENSG00000127445|ENSG00000129484|ENSG00000133116|ENSG00000134318|ENSG00000134352|ENSG00000135124|ENSG00000138814|ENSG00000143799|ENSG00000145349|ENSG00000148400|ENSG00000149269|ENSG00000149480|ENSG00000151239|ENSG00000151320|ENSG00000154229|ENSG00000154556|ENSG00000160191|ENSG00000160211|ENSG00000160789|ENSG00000163110|ENSG00000166278|ENSG00000166548|ENSG00000166949|ENSG00000168066|ENSG00000168487|ENSG00000169083|ENSG00000169398|ENSG00000170776|ENSG00000173599|ENSG00000174437|ENSG00000186951|ENSG00000189079|ENSG00000196591|ENSG00000198563|ENSG00000198626|ENSG00000198793|ENSG00000198825,JARID2|IGF1|TDP1|RSF1|ATP2B4|CTDP1|CS|MAP2K4|KDM4A|TNFRSF1A|HDAC4|MEF2A|MAP2|SLC9A1|YY1|GSK3A|MTPN|EZH2|AK1|GLRX3|CAMTA2|ID2|ERRFI1|AKAP1|BECN1|PIN1|PARP2|KL|ROCK2|IL6ST|P2RX4|PPP3CA|PARP1|CAMK2D|NOTCH1|PAK1|MTA2|TWF1|AKAP6|PRKCA|SORBS2|PDE9A|G6PD|LMNA|PDLIM5|C2|TK2|SMAD3|SF1|BMP1|AR|PTK2|AKAP13|PC|ATP2A2|PPARA|ARID2|HDAC2|DDX39B|RYR2|MTOR|INPP5F,6.2741935483871
"38",GO_RESPONSE_TO_NERVE_GROWTH_FACTOR,0.0617715403424888,0.972618933867884,11,35,ENSG00000062485|ENSG00000100139|ENSG00000108773|ENSG00000111737|ENSG00000134313|ENSG00000138592|ENSG00000141551|ENSG00000142192|ENSG00000142208|ENSG00000157764|ENSG00000168066,CS|MICALL1|KAT2A|RAB35|KIDINS220|USP8|CSNK1D|APP|AKT1|BRAF|SF1,ENSG00000015285|ENSG00000044574|ENSG00000054523|ENSG00000062485|ENSG00000096401|ENSG00000100139|ENSG00000103319|ENSG00000107263|ENSG00000108773|ENSG00000109756|ENSG00000111737|ENSG00000112186|ENSG00000112290|ENSG00000114331|ENSG00000116473|ENSG00000118260|ENSG00000118689|ENSG00000134243|ENSG00000134313|ENSG00000135720|ENSG00000138592|ENSG00000140992|ENSG00000141551|ENSG00000142192|ENSG00000142208|ENSG00000157764|ENSG00000166278|ENSG00000167193|ENSG00000167658|ENSG00000168066|ENSG00000169083|ENSG00000171862|ENSG00000185043|ENSG00000186868|ENSG00000196689,WAS|HSPA5|KIF1B|CS|CDC5L|MICALL1|EEF2K|RAPGEF1|KAT2A|RAPGEF2|RAB35|CAP2|WASF1|ACAP2|RAP1A|CREB1|FOXO3|SORT1|KIDINS220|DYNC1LI2|USP8|PDPK1|CSNK1D|APP|AKT1|BRAF|C2|CRK|EEF2|SF1|AR|PTEN|CIB1|MAPT|TRPV1,5.48571428571429
"39",GO_NEGATIVE_REGULATION_OF_DNA_DEPENDENT_DNA_REPLICATION,0.0618565828374206,0.975235562372927,9,28,ENSG00000005156|ENSG00000075131|ENSG00000109670|ENSG00000115414|ENSG00000132341|ENSG00000134452|ENSG00000139618|ENSG00000159147|ENSG00000183765,LIG3|TIPIN|FBXW7|FN1|RAN|FBH1|BRCA2|DONSON|CHEK2,ENSG00000005156|ENSG00000020922|ENSG00000042832|ENSG00000072501|ENSG00000075131|ENSG00000101972|ENSG00000105722|ENSG00000109670|ENSG00000111602|ENSG00000112312|ENSG00000113318|ENSG00000113916|ENSG00000115414|ENSG00000116062|ENSG00000121988|ENSG00000132341|ENSG00000132604|ENSG00000134452|ENSG00000138375|ENSG00000139618|ENSG00000147601|ENSG00000159140|ENSG00000159147|ENSG00000167766|ENSG00000169083|ENSG00000183765|ENSG00000185010|ENSG00000197548,LIG3|MRE11|TG|SMC1A|TIPIN|STAG2|ERF|FBXW7|TIMELESS|GMNN|MSH3|BCL6|FN1|MSH6|ZRANB3|RAN|TERF2|FBH1|SMARCAL1|BRCA2|TERF1|SON|DONSON|ZNF83|AR|CHEK2|F8|ATG7,5.25
"40",GO_HISTONE_PHOSPHORYLATION,0.0626728589429872,0.973094143804804,10,34,ENSG00000004455|ENSG00000011243|ENSG00000087586|ENSG00000102882|ENSG00000113648|ENSG00000128309|ENSG00000132356|ENSG00000137601|ENSG00000149554|ENSG00000162302,AK2|AKAP8L|AURKA|MAPK3|H2AFY|MPST|PRKAA1|NEK1|CHEK1|RPS6KA4,ENSG00000004455|ENSG00000009954|ENSG00000011243|ENSG00000084073|ENSG00000087586|ENSG00000096968|ENSG00000100749|ENSG00000100784|ENSG00000102081|ENSG00000102882|ENSG00000105127|ENSG00000113648|ENSG00000114670|ENSG00000119048|ENSG00000123143|ENSG00000123374|ENSG00000128309|ENSG00000132356|ENSG00000134057|ENSG00000137154|ENSG00000137601|ENSG00000139625|ENSG00000145041|ENSG00000149311|ENSG00000149554|ENSG00000153029|ENSG00000154229|ENSG00000162302|ENSG00000163932|ENSG00000164885|ENSG00000170312|ENSG00000174197|ENSG00000178999|ENSG00000182149,AK2|BAZ1B|AKAP8L|ZMPSTE24|AURKA|JAK2|VRK1|RPS6KA5|FMR1|MAPK3|AKAP8|H2AFY|NEK11|UBE2B|PKN1|CDK2|MPST|PRKAA1|CCNB1|RPS6|NEK1|MAP3K12|DCAF1|ATM|CHEK1|MR1|PRKCA|RPS6KA4|PRKCD|CDK5|CDK1|MGA|AURKB|IST1,4.85294117647059
"41",GO_POSITIVE_REGULATION_OF_MRNA_PROCESSING,0.0629941609904067,0.973322548167199,10,31,ENSG00000054118|ENSG00000071626|ENSG00000099622|ENSG00000102317|ENSG00000110713|ENSG00000114503|ENSG00000136527|ENSG00000164548|ENSG00000168066|ENSG00000185122,THRAP3|DAZAP1|CIRBP|RBM3|NUP98|NCBP2|TRA2B|TRA2A|SF1|HSF1,ENSG00000006712|ENSG00000047457|ENSG00000054118|ENSG00000071626|ENSG00000097046|ENSG00000099622|ENSG00000100603|ENSG00000102034|ENSG00000102317|ENSG00000104852|ENSG00000107864|ENSG00000110107|ENSG00000110713|ENSG00000114503|ENSG00000117592|ENSG00000126351|ENSG00000134057|ENSG00000134371|ENSG00000136527|ENSG00000136937|ENSG00000137710|ENSG00000147274|ENSG00000163435|ENSG00000164548|ENSG00000164978|ENSG00000166477|ENSG00000168066|ENSG00000170835|ENSG00000174953|ENSG00000185122|ENSG00000213516,PAF1|CP|THRAP3|DAZAP1|CDC7|CIRBP|SNW1|ELF4|RBM3|SNRNP70|CPEB3|PRPF19|NUP98|NCBP2|PRDX6|THRA|CCNB1|CDC73|TRA2B|NCBP1|RDX|RBMX|ELF3|TRA2A|NUDT2|LEO1|SF1|CEL|DHX36|HSF1|RBMXL1,5.67741935483871
"42",GO_CELLULAR_RESPONSE_TO_MECHANICAL_STIMULUS,0.0636014576656321,0.970871717694235,11,43,ENSG00000064012|ENSG00000065559|ENSG00000078018|ENSG00000102882|ENSG00000103335|ENSG00000134294|ENSG00000136238|ENSG00000142208|ENSG00000149554|ENSG00000168066|ENSG00000173402,CASP8|MAP2K4|MAP2|MAPK3|PIEZO1|SLC38A2|RAC1|AKT1|CHEK1|SF1|DAG1,ENSG00000001084|ENSG00000002330|ENSG00000026103|ENSG00000030110|ENSG00000042832|ENSG00000048649|ENSG00000064012|ENSG00000064666|ENSG00000065559|ENSG00000067182|ENSG00000068024|ENSG00000078018|ENSG00000090020|ENSG00000102882|ENSG00000103335|ENSG00000104689|ENSG00000105887|ENSG00000106144|ENSG00000106992|ENSG00000107643|ENSG00000108821|ENSG00000109320|ENSG00000116717|ENSG00000118412|ENSG00000120053|ENSG00000120889|ENSG00000125347|ENSG00000130956|ENSG00000134294|ENSG00000136238|ENSG00000138798|ENSG00000142208|ENSG00000149554|ENSG00000151929|ENSG00000163399|ENSG00000166278|ENSG00000168066|ENSG00000171522|ENSG00000172936|ENSG00000173402|ENSG00000179295|ENSG00000185010|ENSG00000187554,GCLC|BAD|FAS|BAK1|TG|RSF1|CASP8|CNN2|MAP2K4|TNFRSF1A|HDAC4|MAP2|SLC9A1|MAPK3|PIEZO1|TNFRSF10A|MTPN|CASP2|AK1|MAPK8|COL1A1|NFKB1|GADD45A|CASP8AP2|GOT1|TNFRSF10B|IRF1|HABP4|SLC38A2|RAC1|EGF|AKT1|CHEK1|BAG3|ATP1A1|C2|SF1|PTGER4|MYD88|DAG1|PTPN11|F8|TLR5,4.3953488372093
"43",GO_POSITIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY,0.063722360401707,0.973109083696817,10,30,ENSG00000005339|ENSG00000108219|ENSG00000114209|ENSG00000117472|ENSG00000119185|ENSG00000163389|ENSG00000163608|ENSG00000168214|ENSG00000168785|ENSG00000184916,CREBBP|TSPAN14|PDCD10|TSPAN1|ITGB1BP1|POGLUT1|NEPRO|RBPJ|TSPAN5|JAG2,ENSG00000005339|ENSG00000042832|ENSG00000072134|ENSG00000080189|ENSG00000100393|ENSG00000100603|ENSG00000100632|ENSG00000101384|ENSG00000106992|ENSG00000108175|ENSG00000108219|ENSG00000114209|ENSG00000115977|ENSG00000117472|ENSG00000119185|ENSG00000134250|ENSG00000148400|ENSG00000150093|ENSG00000161021|ENSG00000163389|ENSG00000163435|ENSG00000163558|ENSG00000163608|ENSG00000166278|ENSG00000168214|ENSG00000168610|ENSG00000168785|ENSG00000169733|ENSG00000169855|ENSG00000184916,CREBBP|TG|EPN2|SLC35C2|EP300|SNW1|ERH|JAG1|AK1|ZMIZ1|TSPAN14|PDCD10|AAK1|TSPAN1|ITGB1BP1|NOTCH2|NOTCH1|ITGB1|MAML1|POGLUT1|ELF3|PRKCI|NEPRO|C2|RBPJ|STAT3|TSPAN5|RFNG|ROBO1|JAG2,5.73333333333333
